Filter_Return;Filter Central;Ship Mode;Customer ID;Segment;Region;Row ID;Product Name;Quantity;Discount;Profit;Returned;Person
;False;Standard Class;CB-12025;Consumer;West;8057;Carina Double Wide Media Storage Towers in Natural & Black;9,0;0,0;29,1528;;Anna Andreadi
;False;Standard Class;CB-12025;Consumer;West;8058;GBC Wire Binding Combs;5,0;0,2;13,959;;Anna Andreadi
;False;Standard Class;CB-12025;Consumer;West;8059;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;3,0;0,2;15,1116;;Anna Andreadi
;False;Standard Class;CB-12025;Consumer;West;8060;Eldon Wave Desk Accessories;2,0;0,0;1,7472;;Anna Andreadi
;False;Standard Class;DO-13435;Consumer;West;4130;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;4,0;0,0;21,2512;;Anna Andreadi
;False;First Class;AA-10315;Consumer;West;1300;Tenex Personal Project File with Scoop Front Design, Black;2,0;0,0;7,0096;;Anna Andreadi
;False;Standard Class;RD-19585;Consumer;West;8135;Xerox 1881;3,0;0,0;17,3148;;Anna Andreadi
;False;Standard Class;RD-19585;Consumer;West;8136;Avery 485;7,0;0,0;41,2237;;Anna Andreadi
;False;Standard Class;CC-12145;Consumer;West;2709;"Computer Room Manger, 14""";7,0;0,0;81,8496;;Anna Andreadi
;False;Standard Class;CC-12145;Consumer;West;2710;Bady BDG101FRU Card Printer;3,0;0,2;215,9973;;Anna Andreadi
;False;Standard Class;LH-17155;Consumer;West;4449;Eldon 200 Class Desk Accessories;2,0;0,0;4,0192;;Anna Andreadi
;False;Standard Class;LH-17155;Consumer;West;4450;Xerox 231;1,0;0,0;3,1104;;Anna Andreadi
;False;Standard Class;LH-17155;Consumer;West;4451;Cameo Buff Policy Envelopes;3,0;0,0;87,7443;;Anna Andreadi
;False;Standard Class;SN-20560;Home Office;West;2039;Xerox 1922;3,0;0,2;4,3326;;Anna Andreadi
;False;Standard Class;SN-20560;Home Office;West;2040;Peel & Stick Add-On Corner Pockets;7,0;0,7;-3,3264;;Anna Andreadi
;False;Standard Class;SN-20560;Home Office;West;2041;Aluminum Screw Posts;2,0;0,7;-6,104;;Anna Andreadi
;False;Standard Class;SN-20560;Home Office;West;2042;Flat Face Poster Frame;5,0;0,2;20,724;;Anna Andreadi
;False;Standard Class;BS-11800;Home Office;West;2497;Sortfiler Multipurpose Personal File Organizer, Black;3,0;0,0;18,6093;;Anna Andreadi
;False;Standard Class;BS-11800;Home Office;West;2498;Cameo Buff Policy Envelopes;2,0;0,0;58,4962;;Anna Andreadi
;False;Second Class;RD-19480;Consumer;West;1593;Pyle PRT45 Retro Home Telephone;4,0;0,2;22,6764;;Anna Andreadi
;False;Standard Class;GZ-14470;Consumer;West;6709;SAFCO Arco Folding Chair;4,0;0,2;99,432;;Anna Andreadi
;False;Standard Class;GZ-14470;Consumer;West;6710;Global Deluxe Office Fabric Chairs;3,0;0,2;20,1558;;Anna Andreadi
;False;Second Class;DJ-13630;Consumer;West;2234;HTC One;4,0;0,2;35,9964;;Anna Andreadi
True;False;Standard Class;SC-20095;Consumer;West;3020;Alliance Rubber Bands;3,0;0,0;0,2016;Yes;Anna Andreadi
True;False;Standard Class;SC-20095;Consumer;West;3021;Xerox 1988;3,0;0,0;41,823;Yes;Anna Andreadi
True;False;Standard Class;SC-20095;Consumer;West;3022;"Executive Impressions 14"" Contract Wall Clock";3,0;0,0;22,0077;Yes;Anna Andreadi
True;False;Standard Class;SC-20095;Consumer;West;3023;Deluxe Heavy-Duty Vinyl Round Ring Binder;5,0;0,2;28,65;Yes;Anna Andreadi
True;False;Standard Class;LC-16885;Consumer;West;4059;Gear Head AU3700S Headset;7,0;0,2;-15,4581;Yes;Anna Andreadi
True;False;Standard Class;LC-16885;Consumer;West;4060;Safco Contoured Stacking Chairs;3,0;0,2;35,76;Yes;Anna Andreadi
;False;Standard Class;RW-19540;Corporate;West;1420;Petty Cash Envelope;4,0;0,2;31,2736;;Anna Andreadi
;False;Standard Class;RW-19540;Corporate;West;1421;GBC VeloBinder Electric Binding Machine;2,0;0,7;-48,392;;Anna Andreadi
;False;Standard Class;RW-19540;Corporate;West;1422;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;2,0;0,2;14,4096;;Anna Andreadi
;False;Standard Class;RW-19540;Corporate;West;1423;Lock-Up Easel 'Spel-Binder';9,0;0,7;-59,0571;;Anna Andreadi
;False;Standard Class;RW-19540;Corporate;West;1424;2300 Heavy-Duty Transfer File Systems by Perma;6,0;0,2;-1,4988;;Anna Andreadi
;False;Standard Class;RW-19540;Corporate;West;1425;Samsung Rugby III;5,0;0,2;23,0965;;Anna Andreadi
;False;Standard Class;RW-19540;Corporate;West;1426;SAFCO Boltless Steel Shelving;4,0;0,2;-86,3664;;Anna Andreadi
;False;First Class;SP-20650;Corporate;West;154;Southworth 25% Cotton Antique Laid Paper & Envelopes;7,0;0,0;26,271;;Anna Andreadi
;False;First Class;SP-20650;Corporate;West;155;Xerox 1883;4,0;0,0;48,5392;;Anna Andreadi
;False;First Class;SP-20650;Corporate;West;156;Tenex Personal Project File with Scoop Front Design, Black;6,0;0,0;21,0288;;Anna Andreadi
;False;Standard Class;SN-20710;Home Office;West;4338;Sony 64GB Class 10 Micro SDHC R40 Memory Card;3,0;0,0;22,6737;;Anna Andreadi
;False;Standard Class;SN-20710;Home Office;West;4339;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;3,0;0,0;53,4954;;Anna Andreadi
;False;Same Day;KC-16540;Consumer;West;1167;Logitech K350 2.4Ghz Wireless Keyboard;9,0;0,0;49,2723;;Anna Andreadi
;False;Second Class;MC-17575;Consumer;West;1818;Avery 513;2,0;0,0;4,5816;;Anna Andreadi
;False;Standard Class;BS-11755;Consumer;West;3075;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;2,0;0,15;18,4548;;Anna Andreadi
;False;First Class;GB-14530;Corporate;West;8550;Deflect-O Glasstique Clear Desk Accessories;4,0;0,2;4,004;;Anna Andreadi
;False;Second Class;AJ-10945;Consumer;West;9376;Micro Innovations USB RF Wireless Keyboard with Mouse;2,0;0,0;10,5;;Anna Andreadi
;False;Standard Class;RA-19945;Consumer;West;1005;Fellowes Super Stor/Drawer Files;3,0;0,0;92,0835;;Anna Andreadi
;False;Standard Class;JO-15550;Home Office;West;6947;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";2,0;0,0;1,1656;;Anna Andreadi
;False;Standard Class;BS-11665;Consumer;West;5842;RCA ViSYS 25825 Wireless digital phone;4,0;0,2;51,996;;Anna Andreadi
;False;Standard Class;BS-11665;Consumer;West;5843;Carina Media Storage Towers in Natural & Black;5,0;0,0;6,098;;Anna Andreadi
;False;Standard Class;BS-11665;Consumer;West;5844;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;4,0;0,0;29,1456;;Anna Andreadi
;False;Standard Class;BS-11665;Consumer;West;5845;Fellowes Recycled Storage Drawers;7,0;0,0;54,4047;;Anna Andreadi
;False;Standard Class;BS-11665;Consumer;West;5846;Xerox 203;5,0;0,0;15,552;;Anna Andreadi
;False;Standard Class;BS-11665;Consumer;West;5847;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;2,0;0,2;2,8196;;Anna Andreadi
;False;Standard Class;BS-11665;Consumer;West;5848;Advantus Panel Wall Certificate Holder - 8.5x11;3,0;0,0;15,372;;Anna Andreadi
;False;Standard Class;ER-13855;Corporate;West;2777;Belkin 6 Outlet Metallic Surge Strip;7,0;0,2;4,5738;;Anna Andreadi
;False;First Class;JJ-15445;Consumer;West;1038;Aluminum Screw Posts;3,0;0,2;13,734;;Anna Andreadi
;False;Second Class;JD-15895;Corporate;West;7794;Xerox 1930;5,0;0,0;15,876;;Anna Andreadi
;False;Second Class;JD-15895;Corporate;West;7795;Xerox 1916;2,0;0,0;48,94;;Anna Andreadi
;False;Standard Class;MT-17815;Consumer;West;8092;Avery File Folder Labels;2,0;0,0;2,8224;;Anna Andreadi
;False;Standard Class;CK-12760;Corporate;West;8814;Office Star - Contemporary Task Swivel Chair;3,0;0,2;13,3176;;Anna Andreadi
;False;Standard Class;JC-15775;Consumer;West;9415;Motorola L703CM;2,0;0,2;15,599;;Anna Andreadi
;False;Standard Class;JC-15775;Consumer;West;9416;Xerox 1903;3,0;0,0;8,7906;;Anna Andreadi
;False;Standard Class;JC-15775;Consumer;West;9417;Eldon 100 Class Desk Accessories;3,0;0,0;3,2352;;Anna Andreadi
;False;Second Class;KL-16645;Consumer;West;340;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";4,0;0,0;2,3312;;Anna Andreadi
;False;Standard Class;RP-19390;Consumer;West;8427;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";2,0;0,2;0,9576;;Anna Andreadi
;False;Second Class;CC-12670;Consumer;West;9056;Memorex Froggy Flash Drive 4 GB;2,0;0,0;8,5722;;Anna Andreadi
;False;Standard Class;YS-21880;Corporate;West;7575;"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D";2,0;0,0;4,4392;;Anna Andreadi
;False;Standard Class;YS-21880;Corporate;West;7576;WD My Passport Ultra 500GB Portable External Hard Drive;4,0;0,0;40,12;;Anna Andreadi
;False;Standard Class;RP-19855;Corporate;West;9452;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;3,0;0,0;55,845;;Anna Andreadi
;False;Standard Class;RP-19855;Corporate;West;9453;GBC Recycled VeloBinder Covers;6,0;0,2;26,5824;;Anna Andreadi
;False;Standard Class;RP-19855;Corporate;West;9454;Acme Galleria Hot Forged Steel Scissors with Colored Handles;3,0;0,0;13,6851;;Anna Andreadi
;False;Standard Class;RP-19855;Corporate;West;9455;Motorola HK250 Universal Bluetooth Headset;2,0;0,2;-8,2764;;Anna Andreadi
;False;Second Class;JE-15715;Consumer;West;2735;Easy-staple paper;4,0;0,0;23,0864;;Anna Andreadi
;False;Standard Class;PF-19120;Consumer;West;3881;Xerox 1895;2,0;0,2;2,99;;Anna Andreadi
;False;Standard Class;PF-19120;Consumer;West;3882;"Belkin 19"" Vented Equipment Shelf, Black";2,0;0,2;-19,5624;;Anna Andreadi
;False;Standard Class;PF-19120;Consumer;West;3883;"Eldon ""L"" Workstation Diamond Chairmat";6,0;0,2;-36,4704;;Anna Andreadi
;False;Standard Class;PF-19120;Consumer;West;3884;DAX Copper Panel Document Frame, 5 x 7 Size;4,0;0,2;11,0704;;Anna Andreadi
;False;First Class;HM-14980;Consumer;West;6953;Pressboard Hanging Data Binders for Unburst Sheets;3,0;0,2;4,1328;;Anna Andreadi
;False;First Class;HM-14980;Consumer;West;6954;GBC Poly Designer Binding Covers;4,0;0,2;19,4184;;Anna Andreadi
;False;First Class;HM-14980;Consumer;West;6955;HTC One Mini;5,0;0,2;50,396;;Anna Andreadi
;False;Standard Class;AH-10030;Corporate;West;9680;Fellowes Super Stor/Drawer Files;2,0;0,0;61,389;;Anna Andreadi
;False;Standard Class;AH-10030;Corporate;West;9681;Geemarc AmpliPOWER60;9,0;0,2;75,168;;Anna Andreadi
;False;Standard Class;DB-13120;Corporate;West;1738;Sterilite Officeware Hinged File Box;3,0;0,0;8,4888;;Anna Andreadi
;False;Standard Class;DB-13120;Corporate;West;1739;Kingston Digital DataTraveler 16GB USB 2.0;2,0;0,0;3,401;;Anna Andreadi
;False;Standard Class;DB-13120;Corporate;West;1740;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;5,0;0,0;46,602;;Anna Andreadi
;False;Standard Class;PP-18955;Home Office;West;6034;Master Caster Door Stop, Gray;3,0;0,0;5,1816;;Anna Andreadi
True;False;Standard Class;DS-13180;Corporate;West;4634;Sauder Camden County Collection Library;6,0;0,15;34,494;Yes;Anna Andreadi
True;False;Standard Class;DS-13180;Corporate;West;4635;Carina Double Wide Media Storage Towers in Natural & Black;1,0;0,0;3,2392;Yes;Anna Andreadi
;False;First Class;JF-15490;Consumer;West;564;Alliance Big Bands Rubber Bands, 12/Pack;2,0;0,0;0,0;;Anna Andreadi
;False;First Class;JF-15490;Consumer;West;565;Avery 509;1,0;0,0;1,2006;;Anna Andreadi
True;False;Standard Class;AG-10900;Consumer;West;1761;Sauder Camden County Barrister Bookcase, Planked Cherry Finish;4,0;0,15;-4,8392;Yes;Anna Andreadi
True;False;Standard Class;AG-10900;Consumer;West;1762;DXL Angle-View Binders with Locking Rings, Black;6,0;0,2;9,7038;Yes;Anna Andreadi
True;False;Standard Class;AG-10900;Consumer;West;1763;Sauder Camden County Collection Libraries, Planked Cherry Finish;3,0;0,15;-20,6964;Yes;Anna Andreadi
;False;Same Day;DG-13300;Corporate;West;9393;Global Highback Leather Tilter in Burgundy;8,0;0,2;-29,1168;;Anna Andreadi
;False;Standard Class;TB-21520;Consumer;West;284;Easy-staple paper;5,0;0,2;47,844;;Anna Andreadi
;False;Standard Class;TB-21520;Consumer;West;285;Microsoft Arc Touch Mouse;5,0;0,2;47,96;;Anna Andreadi
;False;Standard Class;TB-21520;Consumer;West;286;Xerox 216;6,0;0,2;10,8864;;Anna Andreadi
;False;Standard Class;JO-15280;Consumer;West;283;"Bevis Round Bullnose 29"" High Table Top";5,0;0,2;51,942;;Anna Andreadi
;False;Same Day;KL-16645;Consumer;West;5686;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";3,0;0,2;35,6526;;Anna Andreadi
;False;Standard Class;MZ-17515;Corporate;West;195;Poly String Tie Envelopes;7,0;0,0;6,7116;;Anna Andreadi
;False;Standard Class;AB-10165;Consumer;West;693;Imation Bio 8GB USB Flash Drive Imation Corp;1,0;0,0;24,936;;Anna Andreadi
;False;Standard Class;AB-10165;Consumer;West;694;Xerox 1977;5,0;0,0;16,032;;Anna Andreadi
;False;Standard Class;SP-20620;Corporate;West;1815;KI Conference Tables;3,0;0,2;-8,5068;;Anna Andreadi
;False;Standard Class;JO-15550;Home Office;West;1566;Wireless Extenders zBoost YX545 SOHO Signal Booster;3,0;0,2;39,6879;;Anna Andreadi
;False;First Class;KN-16390;Corporate;West;9913;Global Leather & Oak Executive Chair, Burgundy;3,0;0,2;-54,3204;;Anna Andreadi
;False;First Class;KN-16390;Corporate;West;9914;Avery 503;3,0;0,0;14,904;;Anna Andreadi
;False;Second Class;JF-15355;Consumer;West;3868;Maxell DVD-RAM Discs;9,0;0,0;63,7776;;Anna Andreadi
;False;Second Class;JF-15355;Consumer;West;3869;Global Leather and Oak Executive Chair, Black;1,0;0,2;27,0882;;Anna Andreadi
;False;Second Class;JF-15355;Consumer;West;3870;Global Chrome Stack Chair;7,0;0,2;16,7972;;Anna Andreadi
;False;Second Class;JF-15355;Consumer;West;3871;Xerox 196;2,0;0,0;5,6644;;Anna Andreadi
;False;Second Class;JF-15355;Consumer;West;3872;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;4,0;0,0;5,664;;Anna Andreadi
;False;Second Class;JF-15355;Consumer;West;3873;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;3,0;0,2;42,1176;;Anna Andreadi
;False;Second Class;KH-16630;Corporate;West;7062;Wilson Jones Standard D-Ring Binders;3,0;0,2;4,0986;;Anna Andreadi
;False;Second Class;RW-19540;Corporate;West;6169;Personal Creations Ink Jet Cards and Labels;2,0;0,0;11,2504;;Anna Andreadi
;False;Standard Class;CC-12145;Consumer;West;581;Martin-Yale Premier Letter Opener;4,0;0,0;1,5456;;Anna Andreadi
;False;Standard Class;MV-17485;Consumer;West;5839;Rogers Profile Extra Capacity Storage Tub;5,0;0,0;3,348;;Anna Andreadi
;False;Second Class;MO-17800;Home Office;West;1016;Xerox 216;5,0;0,0;15,552;;Anna Andreadi
;False;Standard Class;JF-15490;Consumer;West;6226;Bush Cubix Collection Bookcases, Fully Assembled;1,0;0,7;-103,8606;;Anna Andreadi
;False;Standard Class;JF-15490;Consumer;West;6227;Global Highback Leather Tilter in Burgundy;4,0;0,2;-14,5584;;Anna Andreadi
;False;Standard Class;ZC-21910;Consumer;West;2069;Plantronics Audio 478 Stereo USB Headset;4,0;0,0;69,986;;Anna Andreadi
;False;Standard Class;ZC-21910;Consumer;West;2070;Hon 94000 Series Round Tables;3,0;0,2;-97,7394;;Anna Andreadi
;False;Standard Class;TH-21100;Consumer;West;8400;Neat Ideas Personal Hanging Folder Files, Black;1,0;0,2;0,8058;;Anna Andreadi
True;False;Standard Class;HA-14905;Consumer;West;6239;Eldon Cleatmat Chair Mats for Medium Pile Carpets;3,0;0,0;21,645;Yes;Anna Andreadi
True;False;Standard Class;HA-14905;Consumer;West;6240;Standard Rollaway File with Lock;2,0;0,0;93,6988;Yes;Anna Andreadi
;False;Standard Class;JK-15640;Home Office;West;8410;GBC Recycled Grain Textured Covers;4,0;0,2;38,6848;;Anna Andreadi
;False;Second Class;PG-18895;Consumer;West;8937;Sanford 52201 APSCO Electric Pencil Sharpener;5,0;0,0;53,261;;Anna Andreadi
;False;Second Class;PG-18895;Consumer;West;8938;Panasonic KX TS3282W Corded phone;2,0;0,2;16,998;;Anna Andreadi
;False;Second Class;PG-18895;Consumer;West;8939;Sanford Colorific Eraseable Coloring Pencils, 12 Count;5,0;0,0;7,052;;Anna Andreadi
;False;Second Class;PG-18895;Consumer;West;8940;Avery Arch Ring Binders;2,0;0,2;31,374;;Anna Andreadi
;False;Standard Class;MS-17830;Consumer;West;755;12-1/2 Diameter Round Wall Clock;4,0;0,0;28,7712;;Anna Andreadi
;False;Standard Class;HR-14830;Corporate;West;2660;SAFCO Arco Folding Chair;4,0;0,2;99,432;;Anna Andreadi
;False;Standard Class;KM-16720;Consumer;West;63;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;2,0;0,0;6,1512;;Anna Andreadi
;False;Standard Class;KM-16720;Consumer;West;64;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";6,0;0,2;9,3612;;Anna Andreadi
;False;Standard Class;KM-16720;Consumer;West;65;Xerox 1943;3,0;0,0;68,9631;;Anna Andreadi
;False;Standard Class;KM-16720;Consumer;West;66;Luxo Economy Swing Arm Lamp;4,0;0,0;22,3328;;Anna Andreadi
True;False;Standard Class;CL-12565;Consumer;West;6009;Xerox 1929;3,0;0,0;31,5192;Yes;Anna Andreadi
True;False;Standard Class;CL-12565;Consumer;West;6010;2300 Heavy-Duty Transfer File Systems by Perma;3,0;0,0;14,2386;Yes;Anna Andreadi
True;False;Standard Class;CL-12565;Consumer;West;6011;Zebra GX420t Direct Thermal/Thermal Transfer Printer;6,0;0,2;286,713;Yes;Anna Andreadi
True;False;Standard Class;CL-12565;Consumer;West;6012;Tyvek Side-Opening Peel & Seel Expanding Envelopes;3,0;0,0;122,148;Yes;Anna Andreadi
True;False;Standard Class;CL-12565;Consumer;West;6013;Cisco SPA 502G IP Phone;3,0;0,2;35,985;Yes;Anna Andreadi
;False;Second Class;PS-18970;Home Office;West;9541;Global Chrome Stack Chair;7,0;0,2;16,7972;;Anna Andreadi
;False;First Class;CS-12250;Corporate;West;9061;Performers Binder/Pad Holder, Black;4,0;0,2;33,636;;Anna Andreadi
;False;First Class;CS-12250;Corporate;West;9062;Avery 485;4,0;0,0;23,5564;;Anna Andreadi
;False;Second Class;DB-13120;Corporate;West;8196;Spiral Phone Message Books with Labels by Adams;2,0;0,0;4,3904;;Anna Andreadi
;False;Standard Class;HA-14920;Consumer;West;4318;Airmail Envelopes;2,0;0,0;78,8942;;Anna Andreadi
;False;Second Class;TW-21025;Home Office;West;6880;Global Troy Executive Leather Low-Back Tilter;5,0;0,2;125,245;;Anna Andreadi
;False;Second Class;TW-21025;Home Office;West;6881;Xerox 219;5,0;0,0;15,552;;Anna Andreadi
;False;Second Class;TW-21025;Home Office;West;6882;Bush Advantage Collection Round Conference Table;9,0;0,0;401,814;;Anna Andreadi
;False;Second Class;TW-21025;Home Office;West;6883;Tennsco Industrial Shelving;3,0;0,0;2,9346;;Anna Andreadi
;False;Second Class;TW-21025;Home Office;West;6884;"Xerox Color Copier Paper, 11"" x 17"", Ream";5,0;0,0;52,532;;Anna Andreadi
;False;Standard Class;BW-11110;Corporate;West;7829;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;3,0;0,2;6,3936;;Anna Andreadi
;False;Standard Class;BW-11110;Corporate;West;7830;Newell 345;3,0;0,0;15,4752;;Anna Andreadi
;False;Standard Class;BW-11110;Corporate;West;7831;RCA ViSYS 25825 Wireless digital phone;3,0;0,2;38,997;;Anna Andreadi
;False;Standard Class;BW-11110;Corporate;West;7832;GBC Premium Transparent Covers with Diagonal Lined Pattern;3,0;0,2;17,6232;;Anna Andreadi
;False;Standard Class;PB-19150;Consumer;West;4857;Binding Machine Supplies;3,0;0,2;24,5028;;Anna Andreadi
;False;Standard Class;PB-19150;Consumer;West;4858;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;4,0;0,0;38,024;;Anna Andreadi
;False;Standard Class;PB-19150;Consumer;West;4859;Deflect-o EconoMat Nonstudded, No Bevel Mat;9,0;0,0;92,97;;Anna Andreadi
;False;Standard Class;MH-17290;Home Office;West;9306;Newell 323;5,0;0,0;2,184;;Anna Andreadi
;False;Second Class;NG-18430;Consumer;West;4806;Xerox 1887;2,0;0,0;18,2112;;Anna Andreadi
;False;Second Class;NG-18430;Consumer;West;4807;Xerox 1971;10,0;0,0;19,26;;Anna Andreadi
;False;Second Class;NG-18430;Consumer;West;4808;Personal Folder Holder, Ebony;3,0;0,0;10,089;;Anna Andreadi
;False;Standard Class;JF-15565;Consumer;West;4045;Dana Halogen Swing-Arm Architect Lamp;5,0;0,0;57,358;;Anna Andreadi
;False;Second Class;DB-13615;Consumer;West;335;Storex Dura Pro Binders;1,0;0,2;1,6038;;Anna Andreadi
;False;Second Class;DB-13615;Consumer;West;336;Hewlett Packard LaserJet 3310 Copier;2,0;0,2;335,9944;;Anna Andreadi
;False;Second Class;DB-13615;Consumer;West;337;Avery Non-Stick Binders;4,0;0,2;4,49;;Anna Andreadi
;False;Standard Class;BT-11305;Home Office;West;2203;Acco Hanging Data Binders;2,0;0,2;2,1336;;Anna Andreadi
;False;Standard Class;BT-11305;Home Office;West;2204;"Howard Miller 16"" Diameter Gallery Wall Clock";3,0;0,0;74,8098;;Anna Andreadi
;False;Standard Class;BP-11095;Corporate;West;7967;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";4,0;0,0;16,68;;Anna Andreadi
;False;Second Class;NP-18670;Consumer;West;7463;Microsoft Natural Keyboard Elite;9,0;0,0;80,838;;Anna Andreadi
;False;Second Class;JM-15535;Consumer;West;2778;Sauder Camden County Collection Libraries, Planked Cherry Finish;2,0;0,15;-13,7976;;Anna Andreadi
True;False;First Class;KB-16585;Corporate;West;5721;Advantus Push Pins;5,0;0,2;2,289;Yes;Anna Andreadi
True;False;First Class;KB-16585;Corporate;West;5722;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;3,0;0,2;4,5588;Yes;Anna Andreadi
True;False;First Class;KB-16585;Corporate;West;5723;Plantronics Audio 478 Stereo USB Headset;4,0;0,2;29,994;Yes;Anna Andreadi
;False;Standard Class;JH-16180;Consumer;West;1296;Kensington 4 Outlet MasterPiece Compact Power Control Center;13,0;0,2;84,5728;;Anna Andreadi
;False;Standard Class;CS-12355;Consumer;West;6704;Plantronics CS 50-USB - headset - Convertible, Monaural;2,0;0,2;19,0386;;Anna Andreadi
;False;Standard Class;CS-12355;Consumer;West;6705;Assorted Color Push Pins;3,0;0,0;1,7919;;Anna Andreadi
;False;Standard Class;CS-12355;Consumer;West;6706;JBL Micro Wireless Portable Bluetooth Speaker;3,0;0,2;8,9985;;Anna Andreadi
;False;Standard Class;RD-19930;Consumer;West;6944;Motorola L703CM;5,0;0,2;38,9975;;Anna Andreadi
;False;Standard Class;MY-17380;Corporate;West;2090;Avery 507;2,0;0,0;2,6496;;Anna Andreadi
;False;Second Class;SC-20770;Corporate;West;2744;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";6,0;0,0;100,4796;;Anna Andreadi
;False;Second Class;SC-20770;Corporate;West;2745;netTALK DUO VoIP Telephone Service;3,0;0,2;47,241;;Anna Andreadi
;False;Standard Class;CM-12655;Home Office;West;1487;Cisco IP Phone 7961G-GE VoIP phone;7,0;0,2;106,1242;;Anna Andreadi
;False;Standard Class;CM-12655;Home Office;West;1488;Logitech Trackman Marble Mouse;3,0;0,0;37,7874;;Anna Andreadi
;False;Standard Class;CM-12655;Home Office;West;1489;Coloredge Poster Frame;3,0;0,0;16,614;;Anna Andreadi
;False;Second Class;TG-21640;Consumer;West;5671;Luxo Adjustable Task Clamp Lamp;4,0;0,0;92,3936;;Anna Andreadi
;False;Second Class;TG-21640;Consumer;West;5672;Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black;3,0;0,2;8,7735;;Anna Andreadi
True;False;Second Class;DB-12970;Corporate;West;9953;Ibico Recycled Grain-Textured Covers;2,0;0,2;20,724;Yes;Anna Andreadi
True;False;Second Class;DB-12970;Corporate;West;9954;Xerox 23;1,0;0,0;3,1104;Yes;Anna Andreadi
True;False;Second Class;DB-12970;Corporate;West;9955;GBC Laser Imprintable Binding System Covers, Desert Sand;3,0;0,2;11,5587;Yes;Anna Andreadi
True;False;Second Class;DB-12970;Corporate;West;9956;Bush Andora Conference Table, Maple/Graphite Gray Finish;2,0;0,2;10,2588;Yes;Anna Andreadi
;False;Second Class;NP-18685;Home Office;West;1937;Ultra Door Push Plate;3,0;0,0;4,8609;;Anna Andreadi
;False;Standard Class;PN-18775;Home Office;West;5100;Cardinal Hold-It CD Pocket;3,0;0,2;6,4638;;Anna Andreadi
;False;Standard Class;JK-15370;Consumer;West;704;Laminate Occasional Tables;3,0;0,2;-13,8717;;Anna Andreadi
;False;Second Class;EM-13810;Corporate;West;2412;3-ring staple pack;5,0;0,2;2,632;;Anna Andreadi
;False;Second Class;SC-20380;Consumer;West;2461;Xerox 1896;3,0;0,0;13,4865;;Anna Andreadi
;False;Second Class;SC-20380;Consumer;West;2462;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";3,0;0,2;34,4232;;Anna Andreadi
;False;Standard Class;RE-19450;Consumer;West;5203;Tensor Computer Mounted Lamp;7,0;0,0;28,1421;;Anna Andreadi
;False;Standard Class;RE-19450;Consumer;West;5204;Mobile Personal File Cube;3,0;0,0;18,9702;;Anna Andreadi
True;False;Second Class;DE-13255;Home Office;West;4720;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";7,0;0,0;9,4717;Yes;Anna Andreadi
True;False;Second Class;DE-13255;Home Office;West;4721;Xerox 19;2,0;0,0;27,882;Yes;Anna Andreadi
;False;Standard Class;AG-10495;Corporate;West;4275;Avery Non-Stick Binders;1,0;0,2;1,1225;;Anna Andreadi
;False;Standard Class;JL-15850;Consumer;West;2273;Deflect-o Glass Clear Studded Chair Mats;7,0;0,0;95,7572;;Anna Andreadi
;False;Standard Class;JL-15850;Consumer;West;2274;Canon PC1060 Personal Laser Copier;2,0;0,2;377,9946;;Anna Andreadi
;False;Standard Class;KA-16525;Consumer;West;7862;Kingston Digital DataTraveler 16GB USB 2.0;2,0;0,0;3,401;;Anna Andreadi
;False;Standard Class;KA-16525;Consumer;West;7863;"Contico 72""H Heavy-Duty Storage System";2,0;0,0;0,0;;Anna Andreadi
True;False;First Class;LO-17170;Corporate;West;2536;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;4,0;0,0;18,0648;Yes;Anna Andreadi
